Частота (Гц), Амплитуда (дБ)
232.90, 7.46
232.95, 2.32
233.00, 1.07
233.05, -10.65
233.10, 0.16
233.15, 5.00
233.20, 9.21
233.25, 4.23
233.30, 8.03
233.35, 2.31
233.40, 11.88
233.45, 4.86
233.50, 2.96
233.55, 9.97
233.60, -3.52
233.65, 5.63
233.70, 8.60
233.75, -2.63
233.80, -9.27
233.85, 4.49
233.90, -4.41
233.95, -17.44
234.00, -1.18
234.05, 0.52
234.10, 7.05
234.15, 8.58
234.20, 12.50
234.25, 4.91
234.30, 10.29
234.35, -8.22
234.40, -4.88
234.45, 9.73
234.50, 6.42
234.55, 5.36
234.60, 6.07
234.65, -5.31
234.70, 9.12
234.75, -1.23
234.80, -5.34
234.85, 8.44
234.90, 11.12
234.95, 7.19
235.00, 10.80
235.05, 3.85
235.10, 2.49
235.15, 3.31
235.20, -6.33
235.25, 12.61
235.30, 6.87
235.35, 6.90
235.40, -9.85
235.45, -1.49
235.50, 6.19
235.55, 8.17
235.60, 1.61
235.65, 2.98
235.70, 3.21
235.75, 1.18
235.80, -3.08
235.85, -6.93
235.90, -6.46
235.95, 4.95
236.00, 6.50
236.05, 11.38
236.10, 3.22
236.15, 2.82
236.20, 1.05
236.25, 4.71
236.30, 6.70
236.35, 8.93
236.40, -9.36
236.45, -6.13
236.50, 0.30
236.55, 7.89
236.60, 4.82
236.65, 4.58
236.70, -1.76
236.75, -10.60
236.80, 9.30
236.85, -2.67
236.90, -0.33
236.95, 6.90
237.00, 10.87
237.05, 0.80
237.10, 7.39
237.15, 0.91
237.20, 8.70
237.25, 8.27
237.30, -1.00
237.35, 6.52
237.40, 0.33
237.45, 4.64
237.50, 7.89
237.55, 10.60
237.60, 3.70
237.65, 7.32
237.70, 10.81
237.75, 9.01
237.80, 4.12
237.85, 7.26
237.90, 2.68
237.95, 0.14
238.00, 3.38
238.05, 9.81
238.10, 7.32
238.15, 3.56
238.20, -4.88
238.25, -2.02
238.30, 3.27
238.35, 6.18
238.40, 4.64
238.45, 1.09
238.50, 2.72
238.55, -5.02
238.60, 0.11
238.65, 6.11
238.70, 7.80
238.75, 2.13
238.80, 1.27
238.85, 8.64
238.90, 1.99
238.95, -0.37
239.00, 10.29
239.05, 5.98
239.10, 3.33
239.15, -3.67
239.20, 2.46
239.25, 5.62
239.30, -0.80
239.35, 8.39
239.40, 1.51
239.45, 5.98
239.50, 4.94
239.55, 8.16
239.60, -2.02
239.65, -1.24
239.70, -1.55
239.75, 3.09
239.80, 6.01
239.85, -9.62
239.90, 4.59
239.95, 11.54
240.00, 10.41
240.05, 3.73
240.10, -10.64
240.15, -1.56
240.20, -0.08
240.25, 0.79
240.30, 7.77
240.35, 0.12
240.40, -1.50
240.45, 3.43
240.50, 8.54
240.55, 2.28
240.60, 4.17
240.65, -3.07
240.70, 8.98
240.75, 4.02
240.80, 1.82
240.85, 1.49
240.90, 3.78
240.95, 5.16
241.00, -0.99
241.05, 5.98
241.10, 6.17
241.15, 4.13
241.20, 9.56
241.25, -9.14
241.30, 10.86
241.35, 9.90
241.40, -6.63
241.45, -0.10
241.50, 7.84
241.55, 7.29
241.60, 6.01
241.65, 8.24
241.70, 8.89
241.75, 3.83
241.80, 2.98
241.85, 1.20
241.90, 12.69
241.95, 5.07
242.00, 1.78
242.05, -0.10
242.10, 0.87
242.15, -13.68
242.20, -1.56
242.25, 7.19
242.30, 1.25
242.35, -1.39
242.40, 6.41
242.45, 7.98
242.50, 5.74
242.55, 4.35
242.60, -5.85
242.65, 6.81
242.70, 3.00
242.75, -1.63
242.80, -0.92
242.85, -8.04
242.90, 4.51
242.95, 12.18
243.00, 4.01
243.05, -1.43
243.10, 4.60
243.15, 11.27
243.20, 7.71
243.25, 5.76
243.30, 8.33
243.35, 6.74
243.40, -0.09
243.45, 9.09
243.50, 11.30
243.55, -22.46
243.60, 1.12
243.65, 3.42
243.70, 9.65
243.75, 2.29
243.80, 3.04
243.85, 8.30
243.90, -2.06
243.95, -9.00
244.00, 7.42
244.05, 4.22
244.10, 0.40
244.15, -0.73
244.20, 2.17
244.25, 3.80
244.30, 5.07
244.35, 2.78
244.40, -0.18
244.45, 3.98
244.50, -2.90
244.55, -0.13
244.60, -0.15
244.65, -6.35
244.70, 8.52
244.75, 5.31
244.80, 1.78
244.85, 11.36
244.90, 3.10
244.95, 6.75
245.00, 6.46
245.05, 7.03
245.10, -3.10
245.15, 8.47
245.20, 7.99
245.25, 5.35
245.30, 1.50
245.35, 0.25
245.40, 9.65
245.45, 0.55
245.50, 2.56
245.55, 7.09
245.60, 3.27
245.65, 5.30
245.70, 2.04
245.75, 4.79
245.80, 4.48
245.85, 1.08
245.90, 5.65
245.95, -5.48
246.00, 2.23
246.05, 8.59
246.10, -1.15
246.15, 8.04
246.20, -1.45
246.25, 7.54
246.30, 3.42
246.35, 12.44
246.40, 1.71
246.45, 3.84
246.50, 4.88
246.55, 8.09
246.60, -0.91
246.65, 1.68
246.70, 7.08
246.75, -0.57
246.80, 8.91
246.85, 8.32
246.90, 3.11
246.95, 8.65
247.00, -0.28
247.05, 8.67
247.10, 4.28
247.15, 3.79
247.20, 3.68
247.25, 6.99
247.30, -0.86
247.35, 4.84
247.40, 6.10
247.45, -0.34
247.50, 4.46
247.55, 9.48
247.60, -2.76
247.65, 0.09
247.70, 0.98
247.75, 8.04
247.80, 10.49
247.85, -3.01
247.90, 3.87
247.95, 0.73
248.00, -8.76
248.05, 8.15
248.10, 3.22
248.15, 2.61
248.20, 3.46
248.25, -3.84
248.30, 2.81
248.35, 7.81
248.40, -0.51
248.45, 4.84
248.50, -7.46
248.55, 9.90
248.60, 0.92
248.65, 2.58
248.70, 9.50
248.75, 9.71
248.80, 6.47
248.85, 8.80
248.90, -7.68
248.95, 11.82
249.00, 4.30
249.05, 8.84
249.10, -0.71
249.15, 3.59
249.20, -10.05
249.25, 6.17
249.30, 8.99
249.35, -0.06
249.40, 5.88
249.45, -4.83
249.50, 11.09
249.55, 6.09
249.60, 5.76
249.65, 4.08
249.70, 1.87
249.75, 9.83
249.80, 4.55
249.85, -10.93
249.90, -6.34
249.95, -4.54
